Filename,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Occluded,On another road,Origin file,Origin frame number,Origin track,Origin track frame number,ClassId
2021_0819_170825_087A-noRightTurn-start12060.MOV_image46.png,yield,408,262,422,282,0,0,raw_videos/2021_0819_170825_087A.MOV,12249,tracks/2021_0819_170825_087A-noRightTurn-start12060.MOV,189,35
GOPR0461-converted-010-keepRight-start26015.mp4_image9.png,keepRight,394,293,411,315,0,0,raw_videos/GOPR0461-converted-010.mp4,26219,tracks/GOPR0461-converted-010-keepRight-start26015.mp4,204,6
2021_0821_074733_056A-speedLimit40-start1445.MOV_image1.png,speedLimit40,671,253,693,283,0,0,raw_videos/2021_0821_074733_056A.MOV,1459,tracks/2021_0821_074733_056A-speedLimit40-start1445.MOV,14,40
GOPR0460-converted-007-laneEnds-start12140.mp4_image1.png,laneEnds,700,322,727,350,0,0,raw_videos/GOPR0460-converted-007.mp4,12154,tracks/GOPR0460-converted-007-laneEnds-start12140.mp4,14,15
2021_0819_170825_087A-rightTurnOnly-start8315.MOV_image1.png,curveRightOnly,721,255,738,277,0,0,raw_videos/2021_0819_170825_087A.MOV,8464,tracks/2021_0819_170825_087A-rightTurnOnly-start8315.MOV,149,36
2021_0819_085433_069A-stop-start1550.MOV_image8.png,stop,626,219,668,262,0,0,raw_videos/2021_0819_085433_069A.MOV,1784,tracks/2021_0819_085433_069A-stop-start1550.MOV,234,14
GOPR0460-converted-007-pedestrianCrossing-start4065.mp4_image14.png,pedestrianCrossing,390,252,443,309,0,0,raw_videos/GOPR0460-converted-007.mp4,4174,tracks/GOPR0460-converted-007-pedestrianCrossing-start4065.mp4,109,8
GOPR0460-converted-007-shiftRight-start22380.mp4_image0.png,shiftRight,333,300,369,340,0,0,raw_videos/GOPR0460-converted-007.mp4,22404,tracks/GOPR0460-converted-007-shiftRight-start22380.mp4,24,29
GOPR0462-converted-012-pedestrianCrossing-start2490.mp4_image3.png,laneEnds,608,386,642,418,0,0,raw_videos/GOPR0462-converted-012.mp4,2909,tracks/GOPR0462-converted-012-pedestrianCrossing-start2490.mp4,419,15
2021_0820_172422_029B-stop-start1205.MOV_image2.png,stop,238,374,268,399,0,0,raw_videos/2021_0820_172422_029B.MOV,1269,tracks/2021_0820_172422_029B-stop-start1205.MOV,64,14
2021_0901_101325_073A-doNotEnter-start3580.MOV_image0.png,doNotEnter,743,250,755,275,0,1,raw_videos/2021_0901_101325_073A.MOV,3679,tracks/2021_0901_101325_073A-doNotEnter-start3580.MOV,99,10
2021_0901_101325_073A-speedLimit30-start1845.MOV_image11.png,speedLimit30,790,123,841,204,0,0,raw_videos/2021_0901_101325_073A.MOV,1924,tracks/2021_0901_101325_073A-speedLimit30-start1845.MOV,79,17
2021_0901_101325_073A-pedestrianCrossing-start320.MOV_image14.png,pedestrianCrossing,604,193,654,249,0,0,raw_videos/2021_0901_101325_073A.MOV,399,tracks/2021_0901_101325_073A-pedestrianCrossing-start320.MOV,79,8
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image37.png,doNotEnter,65,257,81,280,0,1,raw_videos/2021_0819_170825_087A.MOV,8719,tracks/2021_0819_170825_087A-pedestrianCrossing-start8640.MOV,79,10
GOPR0460-converted-007-workersAhead-start2765.mp4_image0.png,workersAhead,626,287,673,331,0,0,raw_videos/GOPR0460-converted-007.mp4,2804,tracks/GOPR0460-converted-007-workersAhead-start2765.mp4,39,3
2021_0819_170825_087A-noRightTurn-start12060.MOV_image26.png,oneWay,722,228,748,244,0,1,raw_videos/2021_0819_170825_087A.MOV,12139,tracks/2021_0819_170825_087A-noRightTurn-start12060.MOV,79,4
2021_0821_074733_056A-oneWay-start665.MOV_image2.png,oneWay,39,126,112,198,0,0,raw_videos/2021_0821_074733_056A.MOV,679,tracks/2021_0821_074733_056A-oneWay-start665.MOV,14,4
2021_0824_163113_046A-keepRight-start5225.MOV_image6.png,keepRight,80,190,121,250,0,0,raw_videos/2021_0824_163113_046A.MOV,5364,tracks/2021_0824_163113_046A-keepRight-start5225.MOV,139,6
2021_0826_155802_084A-pedestrianCrossing-start8065.MOV_image20.png,noLeftTurn,384,256,399,276,0,0,raw_videos/2021_0826_155802_084A.MOV,8124,tracks/2021_0826_155802_084A-pedestrianCrossing-start8065.MOV,59,11
2021_0901_101325_073A-doNotBlock-start4290.MOV_image14.png,speedLimit25,447,275,456,292,0,0,raw_videos/2021_0901_101325_073A.MOV,4484,tracks/2021_0901_101325_073A-doNotBlock-start4290.MOV,194,13
GOPR0453-converted-workersAhead-start4457.mp4_image13.png,oneWay,26,349,45,369,0,0,raw_videos/GOPR0453-converted.mp4,4596,tracks/GOPR0453-converted-workersAhead-start4457.mp4,139,4
2021_0821_074733_056A-curveLeft-start11005.MOV_image0.png,curveLeft,573,260,608,291,0,0,raw_videos/2021_0821_074733_056A.MOV,11014,tracks/2021_0821_074733_056A-curveLeft-start11005.MOV,9,39
GOPR0460-converted-007-addedLane-start15610.mp4_image1.png,addedLane,668,336,689,358,0,0,raw_videos/GOPR0460-converted-007.mp4,15619,tracks/GOPR0460-converted-007-addedLane-start15610.mp4,9,19
GOPR0462-converted-012-pedestrianCrossing-start27275.mp4_image6.png,keepRight,150,326,171,357,0,1,raw_videos/GOPR0462-converted-012.mp4,27314,tracks/GOPR0462-converted-012-pedestrianCrossing-start27275.mp4,39,6
GOPR0454-converted-011-pedestrianCrossing-start28002.mp4_image11.png,pedestrianCrossing,798,89,884,178,0,0,raw_videos/GOPR0454-converted-011.mp4,28136,tracks/GOPR0454-converted-011-pedestrianCrossing-start28002.mp4,134,8
2021_0826_155802_084A-pedestrianCrossing-start8065.MOV_image4.png,pedestrianCrossing,569,261,586,279,0,0,raw_videos/2021_0826_155802_084A.MOV,8089,tracks/2021_0826_155802_084A-pedestrianCrossing-start8065.MOV,24,8
GOPR0462-converted-012-workersAhead-start3450.mp4_image2.png,roadworkAhead,189,245,262,331,0,0,raw_videos/GOPR0462-converted-012.mp4,3534,tracks/GOPR0462-converted-012-workersAhead-start3450.mp4,84,2
2021_0823_170831_037B-stop-start915.MOV_image10.png,stop,117,314,158,349,0,0,raw_videos/2021_0823_170831_037B.MOV,954,tracks/2021_0823_170831_037B-stop-start915.MOV,39,14
GOPR0458-converted-stop-start0.mp4_image1.png,stop,669,347,695,374,0,0,raw_videos/GOPR0458-converted.mp4,119,tracks/GOPR0458-converted-stop-start0.mp4,119,14
GOPR0460-converted-007-roadworkAhead-start3525.mp4_image3.png,merge,775,191,844,267,0,0,raw_videos/GOPR0460-converted-007.mp4,3649,tracks/GOPR0460-converted-007-roadworkAhead-start3525.mp4,124,25
GOPR0462-converted-012-endRoadWork-start28530.mp4_image2.png,endRoadwork,783,385,895,467,0,0,raw_videos/GOPR0462-converted-012.mp4,28584,tracks/GOPR0462-converted-012-endRoadWork-start28530.mp4,54,5
GOPR0460-converted-007-speedLimit55-start16385.mp4_image8.png,speedLimit55,305,305,340,345,0,0,raw_videos/GOPR0460-converted-007.mp4,16424,tracks/GOPR0460-converted-007-speedLimit55-start16385.mp4,39,24
2021_0819_170825_087A-speedLimit35-start5430.MOV_image6.png,speedLimit35,886,213,908,253,0,0,raw_videos/2021_0819_170825_087A.MOV,5509,tracks/2021_0819_170825_087A-speedLimit35-start5430.MOV,79,37
2021_0901_162912_096B-stop-start4065.MOV_image1.png,stop,22,313,42,337,0,0,raw_videos/2021_0901_162912_096B.MOV,4074,tracks/2021_0901_162912_096B-stop-start4065.MOV,9,14
2021_0819_170825_087A-pedestrianCrossing-start8640.MOV_image41.png,doNotEnter,125,262,136,282,0,1,raw_videos/2021_0819_170825_087A.MOV,8814,tracks/2021_0819_170825_087A-pedestrianCrossing-start8640.MOV,174,10
GOPR0460-converted-007-doNotStop-start28550.mp4_image0.png,doNotStop,292,290,314,321,0,0,raw_videos/GOPR0460-converted-007.mp4,28554,tracks/GOPR0460-converted-007-doNotStop-start28550.mp4,4,20
2021_0826_155802_084A-keepRight-start11070.MOV_image10.png,keepRight,360,244,375,271,0,0,raw_videos/2021_0826_155802_084A.MOV,11119,tracks/2021_0826_155802_084A-keepRight-start11070.MOV,49,6
GOPR0460-converted-007-laneEnds-start17805.mp4_image6.png,addedLane,831,286,861,322,0,0,raw_videos/GOPR0460-converted-007.mp4,17899,tracks/GOPR0460-converted-007-laneEnds-start17805.mp4,94,19
2021_0819_170825_087A-noRightTurn-start12060.MOV_image45.png,yield,385,262,399,281,0,0,raw_videos/2021_0819_170825_087A.MOV,12244,tracks/2021_0819_170825_087A-noRightTurn-start12060.MOV,184,35
GOPR0460-converted-007-pedestrianCrossing-start4065.mp4_image13.png,pedestrianCrossing,426,266,473,317,0,0,raw_videos/GOPR0460-converted-007.mp4,4169,tracks/GOPR0460-converted-007-pedestrianCrossing-start4065.mp4,104,8
2021_0819_085433_069A-stop-start1550.MOV_image6.png,stop,599,231,638,268,0,0,raw_videos/2021_0819_085433_069A.MOV,1774,tracks/2021_0819_085433_069A-stop-start1550.MOV,224,14
2021_0819_101027_083A-pedestrianCrossing-start5095.MOV_image55.png,pedestrianCrossing,882,210,914,249,0,0,raw_videos/2021_0819_101027_083A.MOV,5404,tracks/2021_0819_101027_083A-pedestrianCrossing-start5095.MOV,309,8
GOPR0461-converted-010-keepRight-start29880.mp4_image0.png,keepRight,719,293,731,310,0,1,raw_videos/GOPR0461-converted-010.mp4,29994,tracks/GOPR0461-converted-010-keepRight-start29880.mp4,114,6
GOPR0454-converted-011-speedLimit45-start31412.mp4_image5.png,speedLimit45,723,213,748,245,0,0,raw_videos/GOPR0454-converted-011.mp4,31566,tracks/GOPR0454-converted-011-speedLimit45-start31412.mp4,154,7
2021_0819_092103_074B-stop-start9050.MOV_image2.png,stop,91,254,136,309,0,1,raw_videos/2021_0819_092103_074B.MOV,9079,tracks/2021_0819_092103_074B-stop-start9050.MOV,29,14
2021_0819_102141_085A-stop-start1820.MOV_image11.png,stop,838,171,882,231,0,1,raw_videos/2021_0819_102141_085A.MOV,2114,tracks/2021_0819_102141_085A-stop-start1820.MOV,294,14
GOPR0462-converted-012-workersAhead-start3450.mp4_image5.png,workersAhead,793,332,834,378,0,0,raw_videos/GOPR0462-converted-012.mp4,3674,tracks/GOPR0462-converted-012-workersAhead-start3450.mp4,224,3
2021_0819_091643_072B-stop-start1820.MOV_image2.png,stop,246,300,291,350,0,0,raw_videos/2021_0819_091643_072B.MOV,1884,tracks/2021_0819_091643_072B-stop-start1820.MOV,64,14
2021_0820_171756_025A-stop-start1070.MOV_image25.png,stop,725,127,819,236,0,0,raw_videos/2021_0820_171756_025A.MOV,1314,tracks/2021_0820_171756_025A-stop-start1070.MOV,244,14
2021_0824_163113_046A-pedestrianCrossing-start9275.MOV_image1.png,keepRight,144,205,171,243,0,0,raw_videos/2021_0824_163113_046A.MOV,9359,tracks/2021_0824_163113_046A-pedestrianCrossing-start9275.MOV,84,6
2021_0821_074733_056A-keepRight-start1785.MOV_image3.png,keepRight,219,196,249,245,0,0,raw_videos/2021_0821_074733_056A.MOV,1849,tracks/2021_0821_074733_056A-keepRight-start1785.MOV,64,6
GOPR0453-converted-pedestrianCrossing-start3696.mp4_image0.png,school,478,371,495,390,0,0,raw_videos/GOPR0453-converted.mp4,3740,tracks/GOPR0453-converted-pedestrianCrossing-start3696.mp4,44,1
2021_0819_101027_083A-curveRight-start4715.MOV_image5.png,curveRightOnly,709,237,734,276,0,0,raw_videos/2021_0819_101027_083A.MOV,4804,tracks/2021_0819_101027_083A-curveRight-start4715.MOV,89,36
